first_name,last_name,death_year,bio_url,nationality,art_movement,author_id,bio_info,birth_year
Philip August,Gaugain,1865,http://www.the-athenaeum.org/people/detail.php?ID=9047,English,,9047,,1791
Léon-Charles,Huber,1928,http://www.the-athenaeum.org/people/detail.php?ID=6207,French,,6207,,1858
Florent,Willems,1905,http://www.the-athenaeum.org/people/detail.php?ID=697,Belgian,,697,,1823
Jan,Konarski,1918,http://www.the-athenaeum.org/people/detail.php?ID=2500,Polish,,2500,,1850
George Elmer,Browne,1946,http://www.the-athenaeum.org/people/detail.php?ID=5931,American,,5931,,1871
William Matthew,Prior,1873,http://www.the-athenaeum.org/people/detail.php?ID=1317,American,,1317,,1806
John,Lynn,1869,http://www.the-athenaeum.org/people/detail.php?ID=10828,United Kingdom,,10828,,1826
Joseph,Badger,1765,http://www.the-athenaeum.org/people/detail.php?ID=1314,American,,1314,,1708
Leopold Franz,Kowalski,1931,http://www.the-athenaeum.org/people/detail.php?ID=2481,French,,2481,,1856
Margaretta Angelica,Peale,1882,http://www.the-athenaeum.org/people/detail.php?ID=1330,American,,1330,,1795
Frank Convers,Mathewson,1941,http://www.the-athenaeum.org/people/detail.php?ID=4029,American,,4029,,1862
William Charles,Estall,1897,http://www.the-athenaeum.org/people/detail.php?ID=8840,United Kingdom,,8840,,1857
Andrea,Piccinelli,1525,http://www.the-athenaeum.org/people/detail.php?ID=10229,Italian,,10229,,1485
Cornelis,Engebrechtsz.,1533,http://www.the-athenaeum.org/people/detail.php?ID=6204,Dutch,Northern Renaissance,6204,,1468
Étienne-Barthélémy,Garnier,1849,http://www.the-athenaeum.org/people/detail.php?ID=2391,French,Neoclassicist,2391,,1759
William Degouve,De nuncques,1935,http://www.the-athenaeum.org/people/detail.php?ID=4399,Belgian,,4399,,1867
Benjamin,Ferrers,1732,http://www.the-athenaeum.org/people/detail.php?ID=7450,United Kingdom,,7450,,1695
Hendrik-Dirk Kruseman,Van elten,1904,http://www.the-athenaeum.org/people/detail.php?ID=1281,Dutch,,1281,,1829
Vasily,Sadovnikov,1879,http://www.the-athenaeum.org/people/detail.php?ID=7443,Russian,Academist,7443,,1800
Filippo,Napoletano,1629,http://www.the-athenaeum.org/people/detail.php?ID=7448,Italian,,7448,,1587
Thomas Cooper,Moore,1901,http://www.the-athenaeum.org/people/detail.php?ID=10771,English,,10771,,1827
Alice Barber,Stephens,1932,http://www.the-athenaeum.org/people/detail.php?ID=3709,American,,3709,,1858
Daniel,Dumonstier,1646,http://www.the-athenaeum.org/people/detail.php?ID=7430,French,,7430,,1574
J. Frank,Currrier,1909,http://www.the-athenaeum.org/people/detail.php?ID=1261,American,,1261,,1843
Alfred,Rethel,1859,http://www.the-athenaeum.org/people/detail.php?ID=6664,German,Romantic,6664,,1816
Narcisse,Guilbert,1942,http://www.the-athenaeum.org/people/detail.php?ID=9751,French,,9751,,1878
William,Denune,1750,http://www.the-athenaeum.org/people/detail.php?ID=8676,Scottish,,8676,,1712
Edward,Davies,1920,http://www.the-athenaeum.org/people/detail.php?ID=8644,English,,8644,,1841
Antonio,David,1750,http://www.the-athenaeum.org/people/detail.php?ID=8642,Italian,,8642,,1698
Gian Francesco de,Maineri,1535,http://www.the-athenaeum.org/people/detail.php?ID=9176,Italian,,9176,,1460
Edward Thomas,Daniell,1842,http://www.the-athenaeum.org/people/detail.php?ID=8634,English,,8634,,1804
Frederick William,Davis,1919,http://www.the-athenaeum.org/people/detail.php?ID=8648,United Kingdom,,8648,,1862
Henry,Malfroy,1944,http://www.the-athenaeum.org/people/detail.php?ID=5683,French,,5683,,1895
William,Crosby,1910,http://www.the-athenaeum.org/people/detail.php?ID=8589,United Kingdom,,8589,,1830
George,Curt the elder,1818,http://www.the-athenaeum.org/people/detail.php?ID=8599,English,,8599,,1743
John,Cranch,1821,http://www.the-athenaeum.org/people/detail.php?ID=8568,English,,8568,,1751
Samuel,Crossthwaite,1868,http://www.the-athenaeum.org/people/detail.php?ID=8592,United Kingdom,,8592,,1791
Ernest,Dade,1936,http://www.the-athenaeum.org/people/detail.php?ID=8617,English,,8617,,1868
Francisco,Barrera,1658,http://www.the-athenaeum.org/people/detail.php?ID=7325,Spanish,Baroque,7325,,1595
Cornelis van,Spaendonck,1840,http://www.the-athenaeum.org/people/detail.php?ID=8936,Dutch,,8936,,1756
Agnolo,Gaddi,1396,http://www.the-athenaeum.org/people/detail.php?ID=7336,Italian,,7336,,1350
Marinus,Van reymerswaele,1546,http://www.the-athenaeum.org/people/detail.php?ID=6165,Dutch,Northern Renaissance,6165,,1490
Nicolaas,Riegen,1889,http://www.the-athenaeum.org/people/detail.php?ID=9614,Dutch,,9614,,1827
Marco,Pino,1583,http://www.the-athenaeum.org/people/detail.php?ID=6622,Italian,Renaissance,6622,,1521
Raffaele,Ragione,1925,http://www.the-athenaeum.org/people/detail.php?ID=9331,Italian,,9331,,1851
Arvid,Nyholm,1927,http://www.the-athenaeum.org/people/detail.php?ID=9859,Swedish,,9859,,1866
William Gershom,Collingwood,1932,http://www.the-athenaeum.org/people/detail.php?ID=8486,English,,8486,,1854
Solomon,Cole,1893,http://www.the-athenaeum.org/people/detail.php?ID=8465,United Kingdom,,8465,,1806
Johann Peter,Krafft,1856,http://www.the-athenaeum.org/people/detail.php?ID=6594,German,Neoclassicist,6594,,1780
Frederick John,Cleall,1924,http://www.the-athenaeum.org/people/detail.php?ID=8416,English,,8416,,1840
Jan van,Huchtenburgh,1733,http://www.the-athenaeum.org/people/detail.php?ID=6144,Dutch,Dutch Golden Age,6144,,1647
Alexander,Egornov,1902,http://www.the-athenaeum.org/people/detail.php?ID=8426,Russian,,8426,,1858
Giovanni Battista,Cimaroli,1771,http://www.the-athenaeum.org/people/detail.php?ID=8394,Italian,Veduta,8394,,1687
Franz,Schams,1883,http://www.the-athenaeum.org/people/detail.php?ID=11293,Austrian,,11293,,1823
George,Gray,1819,http://www.the-athenaeum.org/people/detail.php?ID=9224,English,,9224,,1758
Wilhelm,Gause,1916,http://www.the-athenaeum.org/people/detail.php?ID=6567,German,,6567,,1853
John,Gendall,1865,http://www.the-athenaeum.org/people/detail.php?ID=9092,English,,9092,,1790
Gabriel-Jacques de,Saint-aubin,1780,http://www.the-athenaeum.org/people/detail.php?ID=7239,French,,7239,,1724
Vera,Biller,1940,http://www.the-athenaeum.org/people/detail.php?ID=10311,Croatian,,10311,,1903
Wilhеlm,Vеltеn,1929,http://www.the-athenaeum.org/people/detail.php?ID=8333,Russian,,8333,,1846
Marie,Cazin,1924,http://www.the-athenaeum.org/people/detail.php?ID=8313,French,,8313,,1844
Vilhelm,Petersen,1880,http://www.the-athenaeum.org/people/detail.php?ID=10489,Danish,,10489,,1812
Robinson,Elliott,1894,http://www.the-athenaeum.org/people/detail.php?ID=8821,United Kingdom,,8821,,1814
Elizaveta,Kruglikova,1941,http://www.the-athenaeum.org/people/detail.php?ID=11275,Russian,,11275,,1865
Piotr,Levchenko,1939,http://www.the-athenaeum.org/people/detail.php?ID=8311,Ukrainian,,8311,,1869
Jean Baptiste,Vanmour,1737,http://www.the-athenaeum.org/people/detail.php?ID=5637,French,,5637,,1671
John Mulcaster,Carrick,1896,http://www.the-athenaeum.org/people/detail.php?ID=8290,English,,8290,,1833
Adriaen,Carpentiers,1776,http://www.the-athenaeum.org/people/detail.php?ID=8287,Dutch,,8287,,1713
Henry,Cave,1836,http://www.the-athenaeum.org/people/detail.php?ID=8307,United Kingdom,,8307,,1779
Ilya,Galkin,1915,http://www.the-athenaeum.org/people/detail.php?ID=10305,Russian,,10305,,1860
Andrea,Camassei,1649,http://www.the-athenaeum.org/people/detail.php?ID=11467,Italian,,11467,,1602
Emile,Breton,1902,http://www.the-athenaeum.org/people/detail.php?ID=6111,French,,6111,,1831
Abraham,Mintchine,1931,http://www.the-athenaeum.org/people/detail.php?ID=10196,Ukrainian,,10196,,1898
Leopold,Gottlieb,1934,http://www.the-athenaeum.org/people/detail.php?ID=11496,Polish,,11496,,1879
Robert Melville,Grindlay,1877,http://www.the-athenaeum.org/people/detail.php?ID=9253,United Kingdom,,9253,,1786
Charles,Beale,1624,http://www.the-athenaeum.org/people/detail.php?ID=10419,United Kingdom,,10419,,1660
Hubert van,Ravesteyn,1691,http://www.the-athenaeum.org/people/detail.php?ID=9908,Dutch,,9908,,1638
George,Winter,1876,http://www.the-athenaeum.org/people/detail.php?ID=1246,English,,1246,,1810
Joseph W.,Gies,1935,http://www.the-athenaeum.org/people/detail.php?ID=11262,American,,11262,,1860
Placido,Costanzi,1759,http://www.the-athenaeum.org/people/detail.php?ID=11451,Italian,,11451,,1702
Benjamin,Vautier,1898,http://www.the-athenaeum.org/people/detail.php?ID=2284,Swiss,Academist,2284,,1829
Robert Payton,Reid,1945,http://www.the-athenaeum.org/people/detail.php?ID=6526,Scottish,,6526,,1859
Govert Dircksz.,Camphuysen,1672,http://www.the-athenaeum.org/people/detail.php?ID=8260,Dutch,,8260,,1623
Nikolai,Meshcherin,1916,http://www.the-athenaeum.org/people/detail.php?ID=5530,Russian,,5530,,1864
Philipp,Franck,1944,http://www.the-athenaeum.org/people/detail.php?ID=4634,German,,4634,,1860
Federico,Ballesio,1943,http://www.the-athenaeum.org/people/detail.php?ID=4764,Italian,,4764,,1852
John Hodgson,Campbell,1927,http://www.the-athenaeum.org/people/detail.php?ID=8257,United Kingdom,,8257,,1855
Eduard,Magnus,1872,http://www.the-athenaeum.org/people/detail.php?ID=8249,German,,8249,,1799
Francois Adolphe,Grison,1914,http://www.the-athenaeum.org/people/detail.php?ID=2209,French,,2209,,1845
James,Faed,1911,http://www.the-athenaeum.org/people/detail.php?ID=8871,Scottish,,8871,,1821
Lucie,Cousturier,1925,http://www.the-athenaeum.org/people/detail.php?ID=218,French,,218,,1876
Heinrich,Bürkel,1869,http://www.the-athenaeum.org/people/detail.php?ID=8235,German,,8235,,1802
Josse,Lieferinxe,1508,http://www.the-athenaeum.org/people/detail.php?ID=6528,Belgian,Early Netherlandish,6528,,1493
Étienne,Bouhot,1862,http://www.the-athenaeum.org/people/detail.php?ID=7156,French,,7156,,1780
James Henry,Moser,1913,http://www.the-athenaeum.org/people/detail.php?ID=1187,American,,1187,,1854
Antonio Maria,Fabres y costa,1938,http://www.the-athenaeum.org/people/detail.php?ID=2170,Spanish,,2170,,1854
Jan Willlem,Van borselen,1892,http://www.the-athenaeum.org/people/detail.php?ID=2196,Dutch,,2196,,1825
Charles Frederick,Naegele,1944,http://www.the-athenaeum.org/people/detail.php?ID=11247,American,,11247,,1857
Charles-Amédée-Philippe,Van loo,1795,http://www.the-athenaeum.org/people/detail.php?ID=2174,French,Rococo,2174,"French rococo painter, younger brother of Louis-Michel and François, third son of Jean-Baptiste, with whom he trained.
Born in Turin while his father worked for the Piedmontese court, he left again to Italy in 1727 after his elder brother Louis-Michel and uncle Carle had won the Prix de Rome of 1723 and 1724.
After his come back to France in 1732, he ran for the Prix de Rome of 1737, but his Samson and Delilah lost against Fournier. He however won the prize the following year with Saul and the Witch of Endor (against Challe), and left to Italy for the third time. He was admitted in the academy four years after his return, on 30 December 1747; his reception piece was St Andrew.
Then, following the examples of his father, who went to England, and his elder brother Louis-Michel, who worked at the Spanish court, Charles-Amédée moved to Berlin at the request of King Frederic II of Prussia in 1748 - meeting there Antoine Pesne, another expatriated French painter. Initially, the king had summoned his uncle Carle, but as he was too busy to leave Paris, Amédée replaced him.
In Berlin, Amédée decorated the multiple palaces built by Frederick II to imitate the splendour of Versailles. He notably made a gigantic ceiling for the Stadtschloss in Potsdam, called The Elevation of the Great Elector into Olympus, unfortunately destroyed during World War II.
He moved back to France in 1758 because of the Seven Years War 
(1756-1763), which opposed - among others - France and Prussia, but he returned to 
Berlin as soon as the peace was concluded. While in Paris, he was appointed adjunct 
professor on 5 July 1760.
He produced his masterpiece during his second stay in Berlin: the colossal Induction of Ganymede in Olympus, the largest painting ever made in northern Europe (second only to the ceiling of San Pantaleon by Fumiani) with flabbergasting dimensions of 22.6 on 12.5 meters! He also started there to make works illustrating the scientific discoveries of the time, such as experiences on electricity.
After a life of travels, he finally settled permanently in Paris in 1769 and regularly exhibited in the Salon, although his works looked a bit outdated by the rise of Neoclassicism. He was still promoted to professorship on 7 July 1770.",1719
John Deffett,Francis,1901,http://www.the-athenaeum.org/people/detail.php?ID=8973,United Kingdom,,8973,,1815
Frederic Porter,Vinton,1911,http://www.the-athenaeum.org/people/detail.php?ID=4171,American,,4171,,1846
Julia,Beck,1935,http://www.the-athenaeum.org/people/detail.php?ID=8221,Swedish,,8221,,1853
Pier Francesco Jacopo di,Foschi,1567,http://www.the-athenaeum.org/people/detail.php?ID=7149,Italian,Renaissance,7149,,1502
Alceste,Campriani,1933,http://www.the-athenaeum.org/people/detail.php?ID=2132,Italian,,2132,,1848
Carlo,Cignani,1719,http://www.the-athenaeum.org/people/detail.php?ID=7145,Italian,Classicist,7145,,1628
Carl R.,Krafft,1938,http://www.the-athenaeum.org/people/detail.php?ID=2091,American,,2091,,1884
Edward James,Buttar,1943,http://www.the-athenaeum.org/people/detail.php?ID=8208,United Kingdom,,8208,,1873
William Bliss,Baker,1886,http://www.the-athenaeum.org/people/detail.php?ID=1130,American,,1130,,1860
Gaspare,Traversi,1770,http://www.the-athenaeum.org/people/detail.php?ID=6496,Italian,Rococo,6496,,1722
Frederick William,Macmonnies,1936,http://www.the-athenaeum.org/people/detail.php?ID=2060,American,,2060,,1863
Jacob,Eichholtz,1842,http://www.the-athenaeum.org/people/detail.php?ID=1171,American,,1171,,1776
Henry,Calvert,1869,http://www.the-athenaeum.org/people/detail.php?ID=8225,English,,8225,,1798
Lorenzo di,Niccolò,1415,http://www.the-athenaeum.org/people/detail.php?ID=8197,Italian,,8197,,1350
Cornelius,Pearson,1891,http://www.the-athenaeum.org/people/detail.php?ID=5079,English,,5079,,1805
Francois,Diday,1877,http://www.the-athenaeum.org/people/detail.php?ID=4141,Swiss,,4141,,1802
Bernhard,Keil,1687,http://www.the-athenaeum.org/people/detail.php?ID=7126,Danish,,7126,,1624
Giacinto,Gigante,1876,http://www.the-athenaeum.org/people/detail.php?ID=2034,Italian,,2034,,1806
Wilhelm,Busch,1908,http://www.the-athenaeum.org/people/detail.php?ID=4625,German,,4625,,1832
Julius,Scheuerer,1913,http://www.the-athenaeum.org/people/detail.php?ID=6087,German,,6087,,1859
Willem van der,Velde the elder,1693,http://www.the-athenaeum.org/people/detail.php?ID=6085,Dutch,Dutch Golden Age,6085,,1611
Maria,Van oosterwijck,1693,http://www.the-athenaeum.org/people/detail.php?ID=5504,Dutch,Dutch Golden Age,5504,"One of the few female painters of the Dutch Golden Age. She nevertheless became somewhat famous for her still lifes, which she almost always signed with a Red Admiral butterfly.
See also this blog: http://www.mariavanoosterwijck.nl/Introeng.htm",1630
Gunnar,Widforss,1934,http://www.the-athenaeum.org/people/detail.php?ID=2054,American,,2054,,1879
James,Wallace,1911,http://www.the-athenaeum.org/people/detail.php?ID=10699,United Kingdom,,10699,,1872
Gottfrid,Kallstenius,1943,http://www.the-athenaeum.org/people/detail.php?ID=11230,Swedish,,11230,,1861
Louis,Maurer,1932,http://www.the-athenaeum.org/people/detail.php?ID=2019,American,,2019,,1832
William,Wyld,1889,http://www.the-athenaeum.org/people/detail.php?ID=10698,United Kingdom,,10698,,1806
Gerald Maurice,Burn,1945,http://www.the-athenaeum.org/people/detail.php?ID=8172,United Kingdom,,8172,,1862
Valentin Walter,Bromley,1877,http://www.the-athenaeum.org/people/detail.php?ID=2015,United Kingdom,,2015,,1848
Mary Jane,Peale,1902,http://www.the-athenaeum.org/people/detail.php?ID=1047,American,,1047,,1826
Nathan,Fielding,1814,http://www.the-athenaeum.org/people/detail.php?ID=8913,English,,8913,,1747
Alexandre,Defaux,1900,http://www.the-athenaeum.org/people/detail.php?ID=1980,French,,1980,,1826
Louis Marie,De schryver,1942,http://www.the-athenaeum.org/people/detail.php?ID=1987,French,,1987,,1862
"VON, Ludwig",Hofmann,1945,http://www.the-athenaeum.org/people/detail.php?ID=4628,German,Symbolist,4628,,1861
Louis Hubbard,Grimshaw,1944,http://www.the-athenaeum.org/people/detail.php?ID=8156,United Kingdom,,8156,,1870
Charles,Dufresne,1934,http://www.the-athenaeum.org/people/detail.php?ID=5615,French,,5615,,1876
Evgraf Fedorovich,Krendovsky,1870,http://www.the-athenaeum.org/people/detail.php?ID=11063,Russian,,11063,,1810
Charles R.,Dowell,1935,http://www.the-athenaeum.org/people/detail.php?ID=8735,United Kingdom,,8735,,1876
James M. Robert,Greenlees,1894,http://www.the-athenaeum.org/people/detail.php?ID=9232,United Kingdom,,9232,,1820
Marie Louise Catherine,Breslau,1927,http://www.the-athenaeum.org/people/detail.php?ID=4278,German,,4278,,1856
Gerard van,Kuijl,1673,http://www.the-athenaeum.org/people/detail.php?ID=11064,Dutch,,11064,,1604
Jose,Bermudo mateos,1920,http://www.the-athenaeum.org/people/detail.php?ID=10845,Spanish,,10845,,1853
George,Van der mijn,1763,http://www.the-athenaeum.org/people/detail.php?ID=9495,Dutch,Rococo,9495,,1723
Walter,Shirlaw,1909,http://www.the-athenaeum.org/people/detail.php?ID=1917,American,,1917,,1838
James,Earle,1796,http://www.the-athenaeum.org/people/detail.php?ID=996,American,,996,,1761
Vjekoslav,Karas,1858,http://www.the-athenaeum.org/people/detail.php?ID=11031,Croatian,,11031,,1821
Colijn,De coter,1522,http://www.the-athenaeum.org/people/detail.php?ID=6203,Dutch,Northern Renaissance,6203,,1450
Andrea,Soldi,1771,http://www.the-athenaeum.org/people/detail.php?ID=3747,Italian,,3747,,1703
Jonas,Forsslund,1809,http://www.the-athenaeum.org/people/detail.php?ID=11055,Swedish,,11055,,1754
Thomas,Brigstocke,1881,http://www.the-athenaeum.org/people/detail.php?ID=8097,Welsh,,8097,,1809
Richard,Brakenburg,1702,http://www.the-athenaeum.org/people/detail.php?ID=8068,English,,8068,,1650
Eduard,Hildebrandt,1869,http://www.the-athenaeum.org/people/detail.php?ID=4660,German,,4660,,1818
Witold,Wojtkiewicz,1909,http://www.the-athenaeum.org/people/detail.php?ID=8038,Polish,,8038,,1879
John OBrien,Inman,1896,http://www.the-athenaeum.org/people/detail.php?ID=973,American,,973,,1826
Frank J.,Girardin,1945,http://www.the-athenaeum.org/people/detail.php?ID=7059,American,,7059,,1856
Fredrich Johann,Voltz,1886,http://www.the-athenaeum.org/people/detail.php?ID=1000,German,,1000,,1817
John,Henderson,1934,http://www.the-athenaeum.org/people/detail.php?ID=11017,Scottish,,11017,,1860
Thomas,Webster,1886,http://www.the-athenaeum.org/people/detail.php?ID=3599,English,,3599,,1800
